中文名,adcode,citycode,adcode_first,adcode_second,adcode_third
德州市,371400,0534,37,14,00
德州市市辖区,371401,0534,37,14,01
德城区,371402,0534,37,14,02
陵城区,371403,0534,37,14,03
宁津县,371422,0534,37,14,22
庆云县,371423,0534,37,14,23
临邑县,371424,0534,37,14,24
齐河县,371425,0534,37,14,25
平原县,371426,0534,37,14,26
夏津县,371427,0534,37,14,27
武城县,371428,0534,37,14,28
乐陵市,371481,0534,37,14,81
禹城市,371482,0534,37,14,82
聊城市,371500,0635,37,15,00
聊城市市辖区,371501,0635,37,15,01
东昌府区,371502,0635,37,15,02
阳谷县,371521,0635,37,15,21
莘县,371522,0635,37,15,22
茌平区,371503,0635,37,15,03
东阿县,371524,0635,37,15,24
冠县,371525,0635,37,15,25
高唐县,371526,0635,37,15,26
临清市,371581,0635,37,15,81
滨州市,371600,0543,37,16,00
滨州市市辖区,371601,0543,37,16,01
滨城区,371602,0543,37,16,02
沾化区,371603,0543,37,16,03
惠民县,371621,0543,37,16,21
阳信县,371622,0543,37,16,22
无棣县,371623,0543,37,16,23
博兴县,371625,0543,37,16,25
邹平市,371681,0543,37,16,81
菏泽市,371700,0530,37,17,00
菏泽市市辖区,371701,0530,37,17,01
牡丹区,371702,0530,37,17,02
定陶区,371703,0530,37,17,03
曹县,371721,0530,37,17,21
单县,371722,0530,37,17,22
成武县,371723,0530,37,17,23
巨野县,371724,0530,37,17,24
郓城县,371725,0530,37,17,25
鄄城县,371726,0530,37,17,26
东明县,371728,0530,37,17,28
河南省,410000,,41,00,00
郑州市,410100,0371,41,01,00
郑州市市辖区,410101,0371,41,01,01
中原区,410102,0371,41,01,02
二七区,410103,0371,41,01,03
管城回族区,410104,0371,41,01,04
金水区,410105,0371,41,01,05
上街区,410106,0371,41,01,06
惠济区,410108,0371,41,01,08
中牟县,410122,0371,41,01,22
巩义市,410181,0371,41,01,81
荥阳市,410182,0371,41,01,82
新密市,410183,0371,41,01,83
新郑市,410184,0371,41,01,84
登封市,410185,0371,41,01,85
开封市,410200,0378,41,02,00
开封市市辖区,410201,0378,41,02,01
龙亭区,410202,0378,41,02,02
顺河回族区,410203,0378,41,02,03
鼓楼区,410204,0378,41,02,04
禹王台区,410205,0378,41,02,05
祥符区,410212,0378,41,02,12
杞县,410221,0378,41,02,21
通许县,410222,0378,41,02,22
尉氏县,410223,0378,41,02,23
兰考县,410225,0378,41,02,25
洛阳市,410300,0379,41,03,00
洛阳市市辖区,410301,0379,41,03,01
老城区,410302,0379,41,03,02
西工区,410303,0379,41,03,03
瀍河回族区,410304,0379,41,03,04
涧西区,410305,0379,41,03,05
孟津区,410306,0379,41,03,06
洛龙区,410311,0379,41,03,11
新安县,410323,0379,41,03,23
栾川县,410324,0379,41,03,24
嵩县,410325,0379,41,03,25
汝阳县,410326,0379,41,03,26
宜阳县,410327,0379,41,03,27
洛宁县,410328,0379,41,03,28
伊川县,410329,0379,41,03,29
偃师区,410381,0379,41,03,81
平顶山市,410400,0375,41,04,00
平顶山市市辖区,410401,0375,41,04,01
新华区,410402,0375,41,04,02
卫东区,410403,0375,41,04,03
石龙区,410404,0375,41,04,04
湛河区,410411,0375,41,04,11
宝丰县,410421,0375,41,04,21
叶县,410422,0375,41,04,22
鲁山县,410423,0375,41,04,23
郏县,410425,0375,41,04,25
舞钢市,410481,0375,41,04,81
汝州市,410482,0375,41,04,82
安阳市,410500,0372,41,05,00
安阳市市辖区,410501,0372,41,05,01
文峰区,410502,0372,41,05,02
北关区,410503,0372,41,05,03
殷都区,410505,0372,41,05,05
龙安区,410506,0372,41,05,06
安阳县,410522,0372,41,05,22
汤阴县,410523,0372,41,05,23
滑县,410526,0372,41,05,26
内黄县,410527,0372,41,05,27
林州市,410581,0372,41,05,81
鹤壁市,410600,0392,41,06,00
鹤壁市市辖区,410601,0392,41,06,01
鹤山区,410602,0392,41,06,02
山城区,410603,0392,41,06,03
淇滨区,410611,0392,41,06,11
浚县,410621,0392,41,06,21
淇县,410622,0392,41,06,22
新乡市,410700,0373,41,07,00
新乡市市辖区,410701,0373,41,07,01
红旗区,410702,0373,41,07,02
卫滨区,410703,0373,41,07,03
凤泉区,410704,0373,41,07,04
牧野区,410711,0373,41,07,11
新乡县,410721,0373,41,07,21
获嘉县,410724,0373,41,07,24
原阳县,410725,0373,41,07,25
延津县,410726,0373,41,07,26
封丘县,410727,0373,41,07,27
长垣市,410783,0373,41,07,83
卫辉市,410781,0373,41,07,81
辉县市,410782,0373,41,07,82
焦作市,410800,0391,41,08,00
焦作市市辖区,410801,0391,41,08,01
解放区,410802,0391,41,08,02
中站区,410803,0391,41,08,03
马村区,410804,0391,41,08,04
山阳区,410811,0391,41,08,11
修武县,410821,0391,41,08,21
博爱县,410822,0391,41,08,22
武陟县,410823,0391,41,08,23
温县,410825,0391,41,08,25
沁阳市,410882,0391,41,08,82
孟州市,410883,0391,41,08,83
濮阳市,410900,0393,41,09,00
濮阳市市辖区,410901,0393,41,09,01
华龙区,410902,0393,41,09,02
清丰县,410922,0393,41,09,22
南乐县,410923,0393,41,09,23
范县,410926,0393,41,09,26
台前县,410927,0393,41,09,27
濮阳县,410928,0393,41,09,28
许昌市,411000,0374,41,10,00
许昌市市辖区,411001,0374,41,10,01
魏都区,411002,0374,41,10,02
建安区,411003,0374,41,10,03
鄢陵县,411024,0374,41,10,24
襄城县,411025,0374,41,10,25
禹州市,411081,0374,41,10,81
长葛市,411082,0374,41,10,82
漯河市,411100,0395,41,11,00
漯河市市辖区,411101,0395,41,11,01
源汇区,411102,0395,41,11,02
郾城区,411103,0395,41,11,03
召陵区,411104,0395,41,11,04
舞阳县,411121,0395,41,11,21
临颍县,411122,0395,41,11,22
三门峡市,411200,0398,41,12,00
三门峡市市辖区,411201,0398,41,12,01
湖滨区,411202,0398,41,12,02
陕州区,411203,0398,41,12,03
渑池县,411221,0398,41,12,21
卢氏县,411224,0398,41,12,24
义马市,411281,0398,41,12,81
灵宝市,411282,0398,41,12,82
南阳市,411300,0377,41,13,00
南阳市市辖区,411301,0377,41,13,01
宛城区,411302,0377,41,13,02
卧龙区,411303,0377,41,13,03
南召县,411321,0377,41,13,21
方城县,411322,0377,41,13,22
西峡县,411323,0377,41,13,23
镇平县,411324,0377,41,13,24
内乡县,411325,0377,41,13,25
淅川县,411326,0377,41,13,26
社旗县,411327,0377,41,13,27
唐河县,411328,0377,41,13,28
新野县,411329,0377,41,13,29
桐柏县,411330,0377,41,13,30
邓州市,411381,0377,41,13,81
商丘市,411400,0370,41,14,00
商丘市市辖区,411401,0370,41,14,01
梁园区,411402,0370,41,14,02
睢阳区,411403,0370,41,14,03
民权县,411421,0370,41,14,21
睢县,411422,0370,41,14,22
宁陵县,411423,0370,41,14,23
柘城县,411424,0370,41,14,24
虞城县,411425,0370,41,14,25
夏邑县,411426,0370,41,14,26
永城市,411481,0370,41,14,81
信阳市,411500,0376,41,15,00
信阳市市辖区,411501,0376,41,15,01
浉河区,411502,0376,41,15,02
平桥区,411503,0376,41,15,03
罗山县,411521,0376,41,15,21
光山县,411522,0376,41,15,22
新县,411523,0376,41,15,23
商城县,411524,0376,41,15,24
固始县,411525,0376,41,15,25
潢川县,411526,0376,41,15,26
淮滨县,411527,0376,41,15,27
息县,411528,0376,41,15,28
周口市,411600,0394,41,16,00
周口市市辖区,411601,0394,41,16,01
川汇区,411602,0394,41,16,02
扶沟县,411621,0394,41,16,21
西华县,411622,0394,41,16,22
商水县,411623,0394,41,16,23
沈丘县,411624,0394,41,16,24
郸城县,411625,0394,41,16,25
淮阳区,411603,0394,41,16,03
太康县,411627,0394,41,16,27
鹿邑县,411628,0394,41,16,28
项城市,411681,0394,41,16,81
驻马店市,411700,0396,41,17,00
驻马店市市辖区,411701,0396,41,17,01
驿城区,411702,0396,41,17,02
西平县,411721,0396,41,17,21
上蔡县,411722,0396,41,17,22
平舆县,411723,0396,41,17,23
正阳县,411724,0396,41,17,24
确山县,411725,0396,41,17,25
泌阳县,411726,0396,41,17,26
汝南县,411727,0396,41,17,27
遂平县,411728,0396,41,17,28
新蔡县,411729,0396,41,17,29
济源市,419001,1391,41,90,01
湖北省,420000,,42,00,00
武汉市,420100,027,42,01,00
武汉市市辖区,420101,027,42,01,01
江岸区,420102,027,42,01,02
江汉区,420103,027,42,01,03
硚口区,420104,027,42,01,04
汉阳区,420105,027,42,01,05
武昌区,420106,027,42,01,06
青山区,420107,027,42,01,07
洪山区,420111,027,42,01,11
东西湖区,420112,027,42,01,12
汉南区,420113,027,42,01,13
蔡甸区,420114,027,42,01,14
江夏区,420115,027,42,01,15
黄陂区,420116,027,42,01,16
新洲区,420117,027,42,01,17
黄石市,420200,0714,42,02,00
黄石市市辖区,420201,0714,42,02,01
黄石港区,420202,0714,42,02,02
西塞山区,420203,0714,42,02,03
下陆区,420204,0714,42,02,04
铁山区,420205,0714,42,02,05
阳新县,420222,0714,42,02,22
大冶市,420281,0714,42,02,81
十堰市,420300,0719,42,03,00
十堰市市辖区,420301,0719,42,03,01
茅箭区,420302,0719,42,03,02
张湾区,420303,0719,42,03,03
郧阳区,420304,0719,42,03,04
郧西县,420322,0719,42,03,22
竹山县,420323,0719,42,03,23
竹溪县,420324,0719,42,03,24
房县,420325,0719,42,03,25
丹江口市,420381,0719,42,03,81
宜昌市,420500,0717,42,05,00
宜昌市市辖区,420501,0717,42,05,01
西陵区,420502,0717,42,05,02
伍家岗区,420503,0717,42,05,03
点军区,420504,0717,42,05,04
猇亭区,420505,0717,42,05,05
夷陵区,420506,0717,42,05,06
远安县,420525,0717,42,05,25
兴山县,420526,0717,42,05,26
秭归县,420527,0717,42,05,27
长阳土家族自治县,420528,0717,42,05,28
五峰土家族自治县,420529,0717,42,05,29
宜都市,420581,0717,42,05,81
当阳市,420582,0717,42,05,82
枝江市,420583,0717,42,05,83
襄阳市,420600,0710,42,06,00
襄阳市市辖区,420601,0710,42,06,01
襄城区,420602,0710,42,06,02
樊城区,420606,0710,42,06,06
襄州区,420607,0710,42,06,07
南漳县,420624,0710,42,06,24
谷城县,420625,0710,42,06,25
保康县,420626,0710,42,06,26
老河口市,420682,0710,42,06,82
枣阳市,420683,0710,42,06,83
宜城市,420684,0710,42,06,84
鄂州市,420700,0711,42,07,00
鄂州市市辖区,420701,0711,42,07,01
梁子湖区,420702,0711,42,07,02
华容区,420703,0711,42,07,03
鄂城区,420704,0711,42,07,04
荆门市,420800,0724,42,08,00
荆门市市辖区,420801,0724,42,08,01
东宝区,420802,0724,42,08,02
掇刀区,420804,0724,42,08,04
京山市,420882,0724,42,08,82
沙洋县,420822,0724,42,08,22
钟祥市,420881,0724,42,08,81
孝感市,420900,0712,42,09,00
孝感市市辖区,420901,0712,42,09,01
孝南区,420902,0712,42,09,02
孝昌县,420921,0712,42,09,21
大悟县,420922,0712,42,09,22
云梦县,420923,0712,42,09,23
应城市,420981,0712,42,09,81
安陆市,420982,0712,42,09,82
汉川市,420984,0712,42,09,84
荆州市,421000,0716,42,10,00
荆州市市辖区,421001,0716,42,10,01
沙市区,421002,0716,42,10,02
荆州区,421003,0716,42,10,03
公安县,421022,0716,42,10,22
监利市,421023,0716,42,10,23
江陵县,421024,0716,42,10,24
石首市,421081,0716,42,10,81
洪湖市,421083,0716,42,10,83
松滋市,421087,0716,42,10,87
黄冈市,421100,0713,42,11,00
黄冈市市辖区,421101,0713,42,11,01
黄州区,421102,0713,42,11,02
团风县,421121,0713,42,11,21
红安县,421122,0713,42,11,22
罗田县,421123,0713,42,11,23
英山县,421124,0713,42,11,24
浠水县,421125,0713,42,11,25
蕲春县,421126,0713,42,11,26
黄梅县,421127,0713,42,11,27
麻城市,421181,0713,42,11,81
武穴市,421182,0713,42,11,82
咸宁市,421200,0715,42,12,00
咸宁市市辖区,421201,0715,42,12,01
咸安区,421202,0715,42,12,02
嘉鱼县,421221,0715,42,12,21
通城县,421222,0715,42,12,22
崇阳县,421223,0715,42,12,23
通山县,421224,0715,42,12,24
赤壁市,421281,0715,42,12,81
随州市,421300,0722,42,13,00
随州市市辖区,421301,0722,42,13,01
曾都区,421303,0722,42,13,03
随县,421321,0722,42,13,21
广水市,421381,0722,42,13,81
恩施土家族苗族自治州,422800,0718,42,28,00
恩施市,422801,0718,42,28,01
利川市,422802,0718,42,28,02
建始县,422822,0718,42,28,22
巴东县,422823,0718,42,28,23
宣恩县,422825,0718,42,28,25
咸丰县,422826,0718,42,28,26
来凤县,422827,0718,42,28,27
鹤峰县,422828,0718,42,28,28
仙桃市,429004,0728,42,90,04
潜江市,429005,2728,42,90,05
天门市,429006,1728,42,90,06
神农架林区,429021,1719,42,90,21
湖南省,430000,,43,00,00
长沙市,430100,0731,43,01,00
长沙市市辖区,430101,0731,43,01,01
芙蓉区,430102,0731,43,01,02
天心区,430103,0731,43,01,03
岳麓区,430104,0731,43,01,04
开福区,430105,0731,43,01,05
雨花区,430111,0731,43,01,11
望城区,430112,0731,43,01,12
长沙县,430121,0731,43,01,21
浏阳市,430181,0731,43,01,81
宁乡市,430182,0731,43,01,82
株洲市,430200,0733,43,02,00
株洲市市辖区,430201,0733,43,02,01
荷塘区,430202,0733,43,02,02
芦淞区,430203,0733,43,02,03
石峰区,430204,0733,43,02,04
天元区,430211,0733,43,02,11
渌口区,430212,0733,43,02,12
攸县,430223,0733,43,02,23
茶陵县,430224,0733,43,02,24
炎陵县,430225,0733,43,02,25
醴陵市,430281,0733,43,02,81
湘潭市,430300,0732,43,03,00
湘潭市市辖区,430301,0732,43,03,01
雨湖区,430302,0732,43,03,02
岳塘区,430304,0732,43,03,04
湘潭县,430321,0732,43,03,21
湘乡市,430381,0732,43,03,81
韶山市,430382,0732,43,03,82
衡阳市,430400,0734,43,04,00
衡阳市市辖区,430401,0734,43,04,01
珠晖区,430405,0734,43,04,05
雁峰区,430406,0734,43,04,06
石鼓区,430407,0734,43,04,07
蒸湘区,430408,0734,43,04,08
南岳区,430412,0734,43,04,12
衡阳县,430421,0734,43,04,21
衡南县,430422,0734,43,04,22
衡山县,430423,0734,43,04,23
衡东县,430424,0734,43,04,24
祁东县,430426,0734,43,04,26
耒阳市,430481,0734,43,04,81
常宁市,430482,0734,43,04,82
邵阳市,430500,0739,43,05,00
邵阳市市辖区,430501,0739,43,05,01
双清区,430502,0739,43,05,02
大祥区,430503,0739,43,05,03
北塔区,430511,0739,43,05,11
邵东市,430582,0739,43,05,82
新邵县,430522,0739,43,05,22
邵阳县,430523,0739,43,05,23
隆回县,430524,0739,43,05,24
洞口县,430525,0739,43,05,25
绥宁县,430527,0739,43,05,27
新宁县,430528,0739,43,05,28
城步苗族自治县,430529,0739,43,05,29
武冈市,430581,0739,43,05,81
岳阳市,430600,0730,43,06,00
岳阳市市辖区,430601,0730,43,06,01
岳阳楼区,430602,0730,43,06,02
云溪区,430603,0730,43,06,03
君山区,430611,0730,43,06,11
岳阳县,430621,0730,43,06,21
华容县,430623,0730,43,06,23
湘阴县,430624,0730,43,06,24
平江县,430626,0730,43,06,26
汨罗市,430681,0730,43,06,81
临湘市,430682,0730,43,06,82
常德市,430700,0736,43,07,00
常德市市辖区,430701,0736,43,07,01
武陵区,430702,0736,43,07,02
鼎城区,430703,0736,43,07,03
安乡县,430721,0736,43,07,21
汉寿县,430722,0736,43,07,22
澧县,430723,0736,43,07,23
临澧县,430724,0736,43,07,24
桃源县,430725,0736,43,07,25
石门县,430726,0736,43,07,26
津市市,430781,0736,43,07,81
张家界市,430800,0744,43,08,00
张家界市市辖区,430801,0744,43,08,01
永定区,430802,0744,43,08,02
武陵源区,430811,0744,43,08,11
慈利县,430821,0744,43,08,21
桑植县,430822,0744,43,08,22
益阳市,430900,0737,43,09,00
益阳市市辖区,430901,0737,43,09,01
资阳区,430902,0737,43,09,02
赫山区,430903,0737,43,09,03
南县,430921,0737,43,09,21
桃江县,430922,0737,43,09,22
安化县,430923,0737,43,09,23
沅江市,430981,0737,43,09,81
郴州市,431000,0735,43,10,00
郴州市市辖区,431001,0735,43,10,01
北湖区,431002,0735,43,10,02
苏仙区,431003,0735,43,10,03
桂阳县,431021,0735,43,10,21
宜章县,431022,0735,43,10,22
永兴县,431023,0735,43,10,23
嘉禾县,431024,0735,43,10,24
临武县,431025,0735,43,10,25
汝城县,431026,0735,43,10,26
桂东县,431027,0735,43,10,27
安仁县,431028,0735,43,10,28
资兴市,431081,0735,43,10,81
永州市,431100,0746,43,11,00
永州市市辖区,431101,0746,43,11,01
零陵区,431102,0746,43,11,02
冷水滩区,431103,0746,43,11,03
祁阳市,431121,0746,43,11,21
东安县,431122,0746,43,11,22
双牌县,431123,0746,43,11,23
道县,431124,0746,43,11,24
江永县,431125,0746,43,11,25
宁远县,431126,0746,43,11,26
蓝山县,431127,0746,43,11,27
新田县,431128,0746,43,11,28
江华瑶族自治县,431129,0746,43,11,29
怀化市,431200,0745,43,12,00
怀化市市辖区,431201,0745,43,12,01
鹤城区,431202,0745,43,12,02
中方县,431221,0745,43,12,21
沅陵县,431222,0745,43,12,22
辰溪县,431223,0745,43,12,23
溆浦县,431224,0745,43,12,24
会同县,431225,0745,43,12,25
麻阳苗族自治县,431226,0745,43,12,26
新晃侗族自治县,431227,0745,43,12,27
芷江侗族自治县,431228,0745,43,12,28
靖州苗族侗族自治县,431229,0745,43,12,29
通道侗族自治县,431230,0745,43,12,30
洪江市,431281,0745,43,12,81
娄底市,431300,0738,43,13,00
娄底市市辖区,431301,0738,43,13,01
娄星区,431302,0738,43,13,02
双峰县,431321,0738,43,13,21
新化县,431322,0738,43,13,22
冷水江市,431381,0738,43,13,81
涟源市,431382,0738,43,13,82
湘西土家族苗族自治州,433100,0743,43,31,00
吉首市,433101,0743,43,31,01
泸溪县,433122,0743,43,31,22
凤凰县,433123,0743,43,31,23
花垣县,433124,0743,43,31,24
保靖县,433125,0743,43,31,25
古丈县,433126,0743,43,31,26
永顺县,433127,0743,43,31,27
龙山县,433130,0743,43,31,30
广东省,440000,,44,00,00
广州市,440100,020,44,01,00
广州市市辖区,440101,020,44,01,01
荔湾区,440103,020,44,01,03
越秀区,440104,020,44,01,04
海珠区,440105,020,44,01,05
天河区,440106,020,44,01,06
白云区,440111,020,44,01,11
黄埔区,440112,020,44,01,12
番禺区,440113,020,44,01,13
花都区,440114,020,44,01,14
南沙区,440115,020,44,01,15
从化区,440117,020,44,01,17
增城区,440118,020,44,01,18
韶关市,440200,0751,44,02,00
韶关市市辖区,440201,0751,44,02,01
武江区,440203,0751,44,02,03
浈江区,440204,0751,44,02,04
曲江区,440205,0751,44,02,05
始兴县,440222,0751,44,02,22
仁化县,440224,0751,44,02,24
翁源县,440229,0751,44,02,29
乳源瑶族自治县,440232,0751,44,02,32
新丰县,440233,0751,44,02,33
乐昌市,440281,0751,44,02,81
南雄市,440282,0751,44,02,82
深圳市,440300,0755,44,03,00
深圳市市辖区,440301,0755,44,03,01
罗湖区,440303,0755,44,03,03
福田区,440304,0755,44,03,04
南山区,440305,0755,44,03,05
宝安区,440306,0755,44,03,06
龙岗区,440307,0755,44,03,07
盐田区,440308,0755,44,03,08
龙华区,440309,0755,44,03,09
坪山区,440310,0755,44,03,10
光明区,440311,0755,44,03,11
珠海市,440400,0756,44,04,00
珠海市市辖区,440401,0756,44,04,01
香洲区,440402,0756,44,04,02
斗门区,440403,0756,44,04,03
金湾区,440404,0756,44,04,04
汕头市,440500,0754,44,05,00
汕头市市辖区,440501,0754,44,05,01
龙湖区,440507,0754,44,05,07
金平区,440511,0754,44,05,11
濠江区,440512,0754,44,05,12
潮阳区,440513,0754,44,05,13
潮南区,440514,0754,44,05,14
澄海区,440515,0754,44,05,15
南澳县,440523,0754,44,05,23
佛山市,440600,0757,44,06,00
佛山市市辖区,440601,0757,44,06,01
禅城区,440604,0757,44,06,04
南海区,440605,0757,44,06,05
顺德区,440606,0757,44,06,06
三水区,440607,0757,44,06,07
高明区,440608,0757,44,06,08
江门市,440700,0750,44,07,00
江门市市辖区,440701,0750,44,07,01
蓬江区,440703,0750,44,07,03
江海区,440704,0750,44,07,04
新会区,440705,0750,44,07,05
台山市,440781,0750,44,07,81
开平市,440783,0750,44,07,83
鹤山市,440784,0750,44,07,84
恩平市,440785,0750,44,07,85
湛江市,440800,0759,44,08,00
湛江市市辖区,440801,0759,44,08,01
赤坎区,440802,0759,44,08,02
霞山区,440803,0759,44,08,03
坡头区,440804,0759,44,08,04
麻章区,440811,0759,44,08,11
遂溪县,440823,0759,44,08,23
徐闻县,440825,0759,44,08,25
廉江市,440881,0759,44,08,81
雷州市,440882,0759,44,08,82
吴川市,440883,0759,44,08,83
茂名市,440900,0668,44,09,00
茂名市市辖区,440901,0668,44,09,01
茂南区,440902,0668,44,09,02
电白区,440904,0668,44,09,04
高州市,440981,0668,44,09,81
化州市,440982,0668,44,09,82
信宜市,440983,0668,44,09,83
肇庆市,441200,0758,44,12,00
肇庆市市辖区,441201,0758,44,12,01
端州区,441202,0758,44,12,02
鼎湖区,441203,0758,44,12,03
高要区,441204,0758,44,12,04
广宁县,441223,0758,44,12,23
怀集县,441224,0758,44,12,24
封开县,441225,0758,44,12,25
德庆县,441226,0758,44,12,26
四会市,441284,0758,44,12,84
惠州市,441300,0752,44,13,00
惠州市市辖区,441301,0752,44,13,01
惠城区,441302,0752,44,13,02
惠阳区,441303,0752,44,13,03
博罗县,441322,0752,44,13,22
惠东县,441323,0752,44,13,23
龙门县,441324,0752,44,13,24
梅州市,441400,0753,44,14,00
梅州市市辖区,441401,0753,44,14,01
梅江区,441402,0753,44,14,02
梅县区,441403,0753,44,14,03
大埔县,441422,0753,44,14,22
丰顺县,441423,0753,44,14,23
五华县,441424,0753,44,14,24
平远县,441426,0753,44,14,26
蕉岭县,441427,0753,44,14,27
兴宁市,441481,0753,44,14,81
汕尾市,441500,0660,44,15,00
汕尾市市辖区,441501,0660,44,15,01
城区,441502,0660,44,15,02
海丰县,441521,0660,44,15,21
陆河县,441523,0660,44,15,23
陆丰市,441581,0660,44,15,81
河源市,441600,0762,44,16,00
河源市市辖区,441601,0762,44,16,01
源城区,441602,0762,44,16,02
紫金县,441621,0762,44,16,21
龙川县,441622,0762,44,16,22
连平县,441623,0762,44,16,23
和平县,441624,0762,44,16,24
东源县,441625,0762,44,16,25
阳江市,441700,0662,44,17,00
阳江市市辖区,441701,0662,44,17,01
江城区,441702,0662,44,17,02
阳东区,441704,0662,44,17,04
阳西县,441721,0662,44,17,21
阳春市,441781,0662,44,17,81
清远市,441800,0763,44,18,00
清远市市辖区,441801,0763,44,18,01
清城区,441802,0763,44,18,02
清新区,441803,0763,44,18,03
佛冈县,441821,0763,44,18,21
阳山县,441823,0763,44,18,23
连山壮族瑶族自治县,441825,0763,44,18,25
连南瑶族自治县,441826,0763,44,18,26
英德市,441881,0763,44,18,81
连州市,441882,0763,44,18,82
东莞市,441900,0769,44,19,00
中山市,442000,0760,44,20,00
东沙群岛,442101,,44,21,01
潮州市,445100,0768,44,51,00
潮州市市辖区,445101,0768,44,51,01
湘桥区,445102,0768,44,51,02
潮安区,445103,0768,44,51,03
饶平县,445122,0768,44,51,22
揭阳市,445200,0663,44,52,00
揭阳市市辖区,445201,0663,44,52,01
榕城区,445202,0663,44,52,02
揭东区,445203,0663,44,52,03
揭西县,445222,0663,44,52,22
惠来县,445224,0663,44,52,24
普宁市,445281,0663,44,52,81
云浮市,445300,0766,44,53,00
云浮市市辖区,445301,0766,44,53,01
云城区,445302,0766,44,53,02
云安区,445303,0766,44,53,03
新兴县,445321,0766,44,53,21
郁南县,445322,0766,44,53,22
罗定市,445381,0766,44,53,81
广西壮族自治区,450000,,45,00,00
南宁市,450100,0771,45,01,00
南宁市市辖区,450101,0771,45,01,01
兴宁区,450102,0771,45,01,02
青秀区,450103,0771,45,01,03
江南区,450105,0771,45,01,05
西乡塘区,450107,0771,45,01,07
良庆区,450108,0771,45,01,08
邕宁区,450109,0771,45,01,09
武鸣区,450110,0771,45,01,10
隆安县,450123,0771,45,01,23
马山县,450124,0771,45,01,24
上林县,450125,0771,45,01,25
宾阳县,450126,0771,45,01,26
横县,450127,0771,45,01,27
柳州市,450200,0772,45,02,00
柳州市市辖区,450201,0772,45,02,01
城中区,450202,0772,45,02,02
鱼峰区,450203,0772,45,02,03
柳南区,450204,0772,45,02,04
柳北区,450205,0772,45,02,05
柳江区,450206,0772,45,02,06
柳城县,450222,0772,45,02,22
鹿寨县,450223,0772,45,02,23
融安县,450224,0772,45,02,24
融水苗族自治县,450225,0772,45,02,25
三江侗族自治县,450226,0772,45,02,26
桂林市,450300,0773,45,03,00
桂林市市辖区,450301,0773,45,03,01
秀峰区,450302,0773,45,03,02
叠彩区,450303,0773,45,03,03
象山区,450304,0773,45,03,04
七星区,450305,0773,45,03,05
雁山区,450311,0773,45,03,11
临桂区,450312,0773,45,03,12
阳朔县,450321,0773,45,03,21
灵川县,450323,0773,45,03,23
全州县,450324,0773,45,03,24
兴安县,450325,0773,45,03,25
永福县,450326,0773,45,03,26
灌阳县,450327,0773,45,03,27
龙胜各族自治县,450328,0773,45,03,28
资源县,450329,0773,45,03,29
平乐县,450330,0773,45,03,30
荔浦市,450381,0773,45,03,81
恭城瑶族自治县,450332,0773,45,03,32
梧州市,450400,0774,45,04,00
梧州市市辖区,450401,0774,45,04,01
万秀区,450403,0774,45,04,03
长洲区,450405,0774,45,04,05
龙圩区,450406,0774,45,04,06
苍梧县,450421,0774,45,04,21
藤县,450422,0774,45,04,22
蒙山县,450423,0774,45,04,23
岑溪市,450481,0774,45,04,81
北海市,450500,0779,45,05,00
北海市市辖区,450501,0779,45,05,01
海城区,450502,0779,45,05,02
银海区,450503,0779,45,05,03
铁山港区,450512,0779,45,05,12
合浦县,450521,0779,45,05,21
防城港市,450600,0770,45,06,00
防城港市市辖区,450601,0770,45,06,01
港口区,450602,0770,45,06,02
防城区,450603,0770,45,06,03
上思县,450621,0770,45,06,21
东兴市,450681,0770,45,06,81
钦州市,450700,0777,45,07,00
钦州市市辖区,450701,0777,45,07,01
钦南区,450702,0777,45,07,02
钦北区,450703,0777,45,07,03
灵山县,450721,0777,45,07,21
浦北县,450722,0777,45,07,22
贵港市,450800,1755,45,08,00
贵港市市辖区,450801,1755,45,08,01
港北区,450802,1755,45,08,02
港南区,450803,1755,45,08,03
覃塘区,450804,1755,45,08,04
平南县,450821,1755,45,08,21
桂平市,450881,1755,45,08,81
玉林市,450900,0775,45,09,00
玉林市市辖区,450901,0775,45,09,01
玉州区,450902,0775,45,09,02
福绵区,450903,0775,45,09,03
容县,450921,0775,45,09,21
陆川县,450922,0775,45,09,22
博白县,450923,0775,45,09,23
兴业县,450924,0775,45,09,24
北流市,450981,0775,45,09,81
百色市,451000,0776,45,10,00
百色市市辖区,451001,0776,45,10,01
右江区,451002,0776,45,10,02
田阳区,451003,0776,45,10,03
田东县,451022,0776,45,10,22
平果市,451082,0776,45,10,82
德保县,451024,0776,45,10,24
那坡县,451026,0776,45,10,26
凌云县,451027,0776,45,10,27
乐业县,451028,0776,45,10,28
田林县,451029,0776,45,10,29
西林县,451030,0776,45,10,30
隆林各族自治县,451031,0776,45,10,31
靖西市,451081,0776,45,10,81
贺州市,451100,1774,45,11,00
贺州市市辖区,451101,1774,45,11,01
八步区,451102,1774,45,11,02
平桂区,451103,1774,45,11,03
昭平县,451121,1774,45,11,21
钟山县,451122,1774,45,11,22
富川瑶族自治县,451123,1774,45,11,23
河池市,451200,0778,45,12,00
河池市市辖区,451201,0778,45,12,01
金城江区,451202,0778,45,12,02
宜州区,451203,0778,45,12,03
南丹县,451221,0778,45,12,21
天峨县,451222,0778,45,12,22
凤山县,451223,0778,45,12,23
东兰县,451224,0778,45,12,24
罗城仫佬族自治县,451225,0778,45,12,25
